Front,Back,Tags
"Dlaczego kafle 768 wygrały, mimo że mają mniej kontekstu?",Zwiększają względny rozmiar symboli na wejściu. Dla większości klas zysk rozdzielczości przeważył nad utratą kontekstu. Staff było przykładem klasy korzystającej z większego kafla.,Bank_37+:_PDF_-_pytania_krytyczne Bank_37_plus
"Czy tytuł z ""agentem AI"" nie jest mylący?","Pojęcie jest użyte w szerszym znaczeniu zespołu wyspecjalizowanych agentów zadaniowych i warstwy orkiestracji, nie w znaczeniu autonomicznego LLM. W pracy zakres tego pojęcia został jawnie zdefiniowany.",Bank_37+:_PDF_-_pytania_krytyczne Bank_37_plus
Czy zakres pracy nie był zbyt szeroki?,Był szeroki i to spowodowało nierówną głębokość modułów. Jednocześnie szerokość była niezbędna do zbadania przejścia od obrazu do audio i obserwowalności całego systemu.,Bank_37+:_PDF_-_pytania_krytyczne Bank_37_plus
"Dlaczego w OMR wybrano Faster R-CNN, a nie YOLO?","Priorytetem była dokładność gęstej detekcji wielu małych symboli, nie maksymalna szybkość. Dwustopniowy RPN i dokładna głowica RoI są dobrym punktem odniesienia dla DeepScoresV2. YOLO byłby wartościowym baseline’em wydajnościowym, ale wymagałby starannego dostrojenia małych obiektów i ekstremalnych proporcji.",Bank_37+:_PDF_-_pytania_końcowe Bank_37_plus
Czy wynik kafli 768 jest w pełni wiarygodny?,"Wskazuje przewagę tej rodziny w przeprowadzonym protokole, ale nie oddziela czysto wpływu geometrii od liczby kroków treningowych. Potrzebne byłyby stałe optimizer steps i wiele seedów.",Bank_37+:_PDF_-_pytania_końcowe Bank_37_plus
Jak poprawiłby Pan lokalizację tekstu?,"Zbudowałbym anotowany zbiór partytur, zastosował fine-tuning pretrenowanego encodera, ocenę end-to-end cropów i sylab oraz porównał segmentację z DBNet/CRAFT i multi-task wykrywaniem pięciolinii.",Bank_37+:_PDF_-_pytania_końcowe Bank_37_plus
Dlaczego model akustyczny i wokoder są osobne?,"Rozdzielają zadanie symboliczny-input-mel od mel-waveform, pozwalają używać różnych danych, strat i metryk oraz diagnozować, czy problem powstaje przed czy po mel-spektrogramie.",Bank_37+:_PDF_-_pytania_końcowe Bank_37_plus
"Dlaczego predicted F0 jest potrzebne, skoro score daje lepszy wynik?","Predicted F0 może dostarczać naturalną mikroprozodię i odchylenia wykonawcze. Wyniki pokazują jednak, że dla ścisłej kontroli melodii powinno być ograniczane lub mieszane ze score, dopóki model nie przewiduje go stabilniej.",Bank_37+:_PDF_-_pytania_końcowe Bank_37_plus
Jak udowodniłby Pan poprawę naturalności?,"Zaślepionym testem słuchowym MOS lub porównaniami parowymi, na większym zestawie utworów, z osobnymi pytaniami o naturalność, intelligibility, pitch i barwę, wraz z przedziałami ufności i odpowiednią liczbą słuchaczy.",Bank_37+:_PDF_-_pytania_końcowe Bank_37_plus
"Jak działają erozja, dylatacja, opening i closing?","Erozja zmniejsza białe lub aktywne obszary i usuwa drobne elementy, dylatacja je rozszerza. Opening to erozja połączona z dylatacją, przydatna do usuwania małych zakłóceń. Closing to dylatacja połączona z erozją, przydatna do domykania przerw w kreskach i maskach.",Bank_37+:_szybki_bank_Michał Bank_37_plus
Dlaczego operacje morfologiczne są przydatne dla pięciolinii?,"Linie pięciolinii są długie, cienkie i prawie poziome, więc dobrze reagują na elementy strukturalne dopasowane do takiej geometrii. Morfologia pomaga wykrywać, wzmacniać, usuwać albo grupować linie, zanim wynik trafi do OCR, OMR lub postprocessingu.",Bank_37+:_szybki_bank_Michał Bank_37_plus
Jak zachować bboxy po transformacji perspektywicznej?,"Trzeba zastosować tę samą macierz homografii do narożników bboxa lub maski co do obrazu. Po transformacji wyznacza się nowy prostokąt obejmujący przetransformowane punkty albo przechowuje czworokąt, jeśli model obsługuje orientowane adnotacje.",Bank_37+:_szybki_bank_Michał Bank_37_plus
"Jak dropout, weight decay i augmentacja ograniczają overfitting?","Dropout utrudnia współadaptację neuronów, weight decay karze zbyt duże wagi, a augmentacja zwiększa różnorodność danych bez ręcznego zbierania nowych przykładów. Wszystkie trzy metody zmniejszają ryzyko zapamiętania zbioru treningowego, ale nie zastępują poprawnego podziału train/validation/test.",Bank_37+:_szybki_bank_Michał Bank_37_plus
Jak działa ReduceLROnPlateau?,"Scheduler obserwuje wybraną metrykę, najczęściej validation loss. Jeśli przez ustaloną liczbę epok nie ma poprawy, zmniejsza learning rate, aby model mógł wykonywać mniejsze kroki i doprecyzować minimum.",Bank_37+:_szybki_bank_Michał Bank_37_plus
Co robi early stopping i jakie ma ryzyko?,"Early stopping kończy trening, gdy metryka walidacyjna przestaje się poprawiać. Chroni przed overfittingiem i oszczędza czas, ale przy małej lub zaszumionej walidacji może zatrzymać trening za wcześnie albo wybrać przypadkowo dobry checkpoint.",Bank_37+:_szybki_bank_Michał Bank_37_plus
Dlaczego mixed precision przyspiesza trening?,"Mixed precision używa obliczeń FP16 lub BF16 tam, gdzie nie trzeba pełnej precyzji FP32. Zmniejsza zużycie pamięci i przyspiesza operacje na GPU z Tensor Cores, ale wymaga kontroli stabilności numerycznej, np. przez loss scaling.",Bank_37+:_szybki_bank_Michał Bank_37_plus
Dlaczego macro-mAP traktuje rzadką i częstą klasę podobnie?,"Macro-mAP liczy wynik osobno dla klas, a potem je uśrednia, więc każda klasa ma podobną wagę niezależnie od liczby przykładów. Dzięki temu widać problemy klas rzadkich, ale wynik może być niestabilny, gdy klasa ma bardzo mały support.",Bank_37+:_szybki_bank_Michał Bank_37_plus
Jak kalibrować confidence detektora?,"Można dobrać progi na zbiorze walidacyjnym, użyć reliability diagrams, temperatury, Platt scalingu lub isotonic regression. Celem jest, aby confidence odpowiadało realnemu prawdopodobieństwu poprawnej detekcji, a nie tylko rankingowi predykcji.",Bank_37+:_szybki_bank_Michał Bank_37_plus
Dlaczego AP dla klas z jedną instancją jest niestabilne?,"Przy bardzo małym supporcie pojedyncza trafiona lub pominięta predykcja silnie zmienia precision, recall i kształt krzywej PR. Taki AP bardziej pokazuje losowość konkretnego przykładu niż stabilną jakość klasy.",Bank_37+:_szybki_bank_Michał Bank_37_plus
Jak zbadać wpływ maskowania tekstu na OMR?,"Należy porównać OMR na tych samych stronach z maskowaniem i bez maskowania tekstu, najlepiej przy tych samych checkpointach, progach i seedach. Warto mierzyć mAP, błędy klas sąsiadujących z tekstem oraz końcowy wpływ na Score IR.",Bank_37+:_szybki_bank_Michał Bank_37_plus
Jak zmierzyć czas i pamięć inferencji dla różnych kafli?,"Dla każdej konfiguracji kafla trzeba mierzyć liczbę kafli na stronę, czas preprocessingu, czas modelu, czas scalania NMS oraz szczytowe zużycie pamięci GPU. Porównanie powinno używać tych samych stron, batch size i sprzętu.",Bank_37+:_szybki_bank_Michał Bank_37_plus
Jak zaprojektować active learning dla trudnych klas?,"Model wskazuje przykłady o wysokiej niepewności, częstych konfliktach klas lub dużym wpływie na Score IR. Człowiek anotuje tylko wybrane przypadki, po czym model jest douczany. W OMR sensowne są szczególnie rzadkie symbole, małe obiekty i pomyłki typu stem/barline.",Bank_37+:_szybki_bank_Michał Bank_37_plus
"Czy syntetyczne dane są wadą, czy zaletą?","Są zaletą, bo dają dużo tanich, precyzyjnie anotowanych przykładów i kontrolę klas. Są wadą, jeśli różnią się od prawdziwych skanów lub zdjęć. Najlepszy protokół łączy syntetykę z realnym testem i analizą przesunięcia domenowego.",Bank_37+:_szybki_bank_Michał Bank_37_plus
Jak rozróżnić pauzę od braku detekcji?,"Pauza jest jawnie wykrytym lub wywnioskowanym symbolem z czasem trwania, a brak detekcji oznacza niepewność albo lukę w obserwacji. W Score IR warto przechowywać źródło decyzji: detected rest, synthetic rest lub warning, zamiast udawać, że wszystkie przypadki są równie pewne.",Bank_37+:_szybki_bank_Igor Bank_37_plus
Jak działa znak przykluczowy i jego zasięg?,"Znak przykluczowy ustala domyślne podwyższenia lub obniżenia dla określonych klas wysokości w całym fragmencie, zwykle do zmiany tonacji. Wpływa na nuty danej nazwy niezależnie od oktawy, chyba że lokalny znak chromatyczny w takcie zmienia interpretację.",Bank_37+:_szybki_bank_Igor Bank_37_plus
Jak rozpoznać takt przedtaktowy?,"Takt przedtaktowy ma mniejszą sumę wartości rytmicznych niż metrum i pojawia się na początku utworu. Często uzupełnia się z ostatnim taktem do pełnego metrum, więc interpretacja wymaga kontekstu całej frazy lub zapisu.",Bank_37+:_szybki_bank_Igor Bank_37_plus
Jak obsłużyć polifonię i wiele głosów?,"Trzeba rozdzielić zdarzenia na głosy lub warstwy czasowe, zachować współbrzmienia i osobne rytmy, a następnie zdecydować, która linia jest wokalna. W SVS pojedynczego głosu polifonia wymaga redukcji, wyboru melodii albo osobnych ścieżek dla różnych głosów.",Bank_37+:_szybki_bank_Igor Bank_37_plus
Jak reprezentować akord w SVS?,"Dla pojedynczego śpiewaka akord zwykle nie jest jednym zdarzeniem do zaśpiewania, więc trzeba wybrać linię melodyczną albo rozdzielić akord na głosy. Jeśli system wspiera wiele głosów, akord można reprezentować jako równoczesne nuty z tym samym onsetem i osobnymi wysokościami.",Bank_37+:_szybki_bank_Igor Bank_37_plus
Jak działa CMUdict?,"CMUdict mapuje angielskie słowa na sekwencje fonemów ARPAbet, często z oznaczeniem akcentu. System najpierw normalizuje słowo, szuka wpisu w słowniku, a dla brakujących słów używa fallbacku, np. modelu grapheme-to-phoneme.",Bank_37+:_szybki_bank_Igor Bank_37_plus
Co oznaczają akcenty w ARPAbet?,"Cyfry przy samogłoskach oznaczają akcent: 0 brak akcentu, 1 akcent główny, 2 akcent poboczny. W śpiewie pomagają planować rytm, energię i naturalność wymowy, choć partytura nadal narzuca wysokość i czas.",Bank_37+:_szybki_bank_Igor Bank_37_plus
Czym różni się voiced/unvoiced od rest?,"Voiced/unvoiced opisuje, czy ramka mowy lub śpiewu ma okresową strukturę i F0. Rest oznacza muzyczną pauzę, czyli brak śpiewanego dźwięku w partyturze. Spółgłoska bezdźwięczna może być unvoiced, ale nie musi być pauzą.",Bank_37+:_szybki_bank_Igor Bank_37_plus
Co to jest formant i dlaczego wpływa na barwę?,"Formant to rezonans traktu głosowego wzmacniający określone pasma częstotliwości. Formanty decydują o samogłoskach i barwie głosu, dlatego sama kontrola F0 nie wystarcza do zachowania naturalnej tożsamości głosu.",Bank_37+:_szybki_bank_Igor Bank_37_plus
Dlaczego transpozycja bez korekty formantów może zmieniać barwę?,Zmiana wysokości przez proste przesunięcie widma może przesunąć także rezonanse traktu głosowego. Wtedy głos brzmi nienaturalnie albo jak inny śpiewak. Dlatego w wysokiej jakości syntezie oddziela się pitch od obwiedni/formantów.,Bank_37+:_szybki_bank_Igor Bank_37_plus
Dlaczego GAN może być niestabilny?,"Generator i dyskryminator uczą się jednocześnie w grze minimaksowej. Jeśli jeden z nich dominuje, gradienty mogą zanikać, oscylować albo prowadzić do mode collapse. Stabilizacji pomagają m.in. feature matching, dobrane learning rate i odpowiednia architektura dyskryminatorów.",Bank_37+:_szybki_bank_Igor Bank_37_plus
Co to jest mode collapse?,"Mode collapse oznacza, że generator produkuje mało zróżnicowane wyniki mimo różnych wejść. W audio może to oznaczać podobne artefakty, ubogą barwę lub ignorowanie części warunków wejściowych.",Bank_37+:_szybki_bank_Igor Bank_37_plus
Jak odróżnić błąd octave F0 od realnego fałszu modelu?,"Trzeba porównać estymację F0 z partyturą, odsłuchem i ciągłością konturu. Błąd oktawowy estymatora często jest dokładnie około 1200 centów i może nie być słyszalnym fałszem modelu, tylko błędem narzędzia pomiarowego.",Bank_37+:_szybki_bank_Igor Bank_37_plus
Jak mierzyć intelligibility śpiewu?,"Najlepiej testem słuchowym, w którym słuchacze zapisują lub wybierają rozpoznany tekst, albo automatycznie przez ASR/phoneme recognizer jako wskaźnik pomocniczy. Należy oddzielić zrozumiałość tekstu od naturalności i poprawności wysokości.",Bank_37+:_szybki_bank_Igor Bank_37_plus
Jakie informacje ze Score IR nie są jeszcze wykorzystywane przez SVS?,"Potencjalnie niewykorzystane mogą być confidence, ostrzeżenia, alternatywne hipotezy, pełna artykulacja, dynamika, frazowanie, łuki, relacje głosów i informacja o pochodzeniu napraw. SVS może używać ich do kontroli ekspresji i niepewności zamiast tylko nut, tekstu i F0.",Bank_37+:_szybki_bank_Igor Bank_37_plus
