Front,Back,Tags
Co to jest G2P?,"G2P, czyli grapheme-to-phoneme, zamienia zapis tekstowy na sekwencję fonemów. W SVS pomaga przejść od tekstu piosenki do reprezentacji wymowy.",SVS_i_audio
Co oznacza sample rate 22050 Hz?,"Sygnał audio ma 22050 próbek na sekundę. Z twierdzenia Nyquista wynika, że najwyższa częstotliwość bez aliasingu to około połowa sample rate, czyli 11025 Hz.",SVS_i_audio
Co to jest mel-spektrogram?,"Mel-spektrogram to reprezentacja czas-częstotliwość: najpierw sygnał dzieli się na krótkie okna i liczy widmo, potem energie pasm przelicza się na skalę mel, bliższą percepcji człowieka. Często używa się log-mel, bo dynamika amplitud jest duża. Mel-spektrogram nie przechowuje pełnej fazy, dlatego do odtworzenia waveformu potrzebny jest wokoder.",SVS_i_audio
Czym F0 różni się od formantu?,"F0 to częstotliwość podstawowa związana z wysokością dźwięku. Formanty to rezonanse toru głosowego, które wpływają na barwę i rozpoznawalność samogłosek.",SVS_i_audio
"Dlaczego błąd wysokości często mierzy się w centach, a nie w hercach?","Centy są jednostką logarytmiczną: oktawa ma 1200 centów, a półton 100 centów. Dzięki temu błąd jest porównywalny muzycznie na różnych wysokościach. Ten sam błąd w hercach jest percepcyjnie inny dla niskiej i wysokiej nuty, natomiast błąd w centach odnosi się do stosunku częstotliwości.",SVS_i_audio
Po co potrzebny jest wokoder w systemie SVS?,"Model akustyczny zwykle przewiduje mel-spektrogram lub podobną reprezentację, a wokoder zamienia ją na waveform, czyli rzeczywisty sygnał audio do odsłuchu.",SVS_i_audio
Po co zapisywać konfigurację razem z checkpointem?,"Wagi modelu mają sens tylko z właściwą architekturą, vocabem, normalizacją, listą głosów, stylów i parametrami cech. Bez tego inferencja może być niezgodna albo błędna.",Integracja_i_ewaluacja
Czym test end-to-end różni się od testu integracyjnego?,"Test integracyjny sprawdza współpracę wybranych modułów. Test end-to-end przechodzi cały przepływ od wejścia użytkownika do końcowego rezultatu, np. od PDF-a do audio i artefaktów.",Integracja_i_ewaluacja
Czym golden set różni się od zwykłego test setu?,"Golden set to mały, ręcznie sprawdzony zestaw referencyjny do precyzyjnej diagnostyki i regresji. Test set powinien służyć do uczciwej oceny jakości na nietykanych danych.",Integracja_i_ewaluacja
Jak mierzyć propagację błędów w pipeline'ie?,"Można porównywać wyniki po podmianie modułów na oracle lub golden output, mierzyć wpływ błędów wcześniejszych etapów na Score IR, MIDI, SVS i audio oraz zapisywać confidence i źródła decyzji.",Integracja_i_ewaluacja
Jak przekazywać niepewność pomiędzy modułami?,"Niepewność warto przekazywać jako confidence, alternatywne hipotezy, źródło predykcji, ostrzeżenia i informacje o naprawach w reprezentacji pośredniej. Następny moduł może wtedy unikać twardych decyzji, wybrać hipotezę zgodną z kontekstem albo oznaczyć fragment do ręcznej korekty. Bez propagacji niepewności pipeline ukrywa słabe miejsca i utrudnia diagnozę błędów.",Integracja_i_ewaluacja
Co oznacza kalibracja modelu?,"Kalibracja oznacza zgodność confidence z rzeczywistą częstością poprawności. Jeśli model daje wielu predykcjom pewność 0,8, około 80% z nich powinno być poprawnych. Dobrze skalibrowane confidence jest ważne w pipeline'ie, bo pozwala podejmować decyzje o progach, fallbackach i ręcznej korekcie; wysoki accuracy nie gwarantuje dobrej kalibracji.",Integracja_i_ewaluacja
Dlaczego test degradowany nie dowodzi działania na zdjęciach telefonu?,"Pokazuje odporność tylko na konkretne syntetyczne degradacje. Prawdziwe zdjęcia mają perspektywę, cienie, zagięcia, odbicia, rozmycie, różne aparaty i fonty muzyczne.",Integracja_i_ewaluacja
"Dlaczego wynik 8,87 centa w SVS nie dowodzi naturalności śpiewu?","Mierzy głównie zgodność F0 z melodią na małym oracle golden secie. Nie ocenia bezpośrednio barwy, artykulacji, zrozumiałości, frazowania i subiektywnej naturalności, do czego potrzebny byłby zaślepiony test słuchowy.",Integracja_i_ewaluacja
Jak modeluje się zadanie optymalizacji w algorytmie ewolucyjnym?,"Trzeba określić przestrzeń rozwiązań, reprezentację osobnika, funkcję celu lub fitness, operatory zmienności oraz regułę selekcji. Algorytm nie operuje na abstrakcyjnym optimum, tylko na populacji reprezentacji; jakość reprezentacji decyduje, czy sąsiedztwo, mutacja i krzyżowanie mają sens dla danego problemu.",Algorytmy_ewolucyjne
Jaki jest pełny schemat klasycznego algorytmu ewolucyjnego?,"Najpierw inicjalizuje się populację, potem ocenia fitness osobników. W każdej generacji wykonuje się selekcję/reprodukcję rodziców, krzyżowanie z prawdopodobieństwem pc, mutację potomków, ocenę nowych osobników i sukcesję, czyli wybór populacji następnej generacji. Pętla kończy się po spełnieniu kryterium stopu.",Algorytmy_ewolucyjne
Czym jest presja selekcyjna?,"Presja selekcyjna opisuje, jak mocno algorytm faworyzuje lepsze osobniki. Duża presja przyspiesza eksploatację dobrych obszarów, ale grozi utratą różnorodności i przedwczesną zbieżnością. Mała presja lepiej utrzymuje eksplorację, ale może spowolnić postęp.",Algorytmy_ewolucyjne
Jak działa selekcja ruletkowa i jaka jest jej wada?,"W selekcji ruletkowej prawdopodobieństwo wyboru osobnika jest proporcjonalne do jego fitness. Jest prosta, ale bardzo zależy od skali funkcji celu: pojedynczy bardzo dobry osobnik może zdominować populację, a przy podobnych fitnessach selekcja staje się prawie losowa.",Algorytmy_ewolucyjne
Czym selekcja rangowa różni się od ruletkowej?,"Selekcja rangowa nadaje prawdopodobieństwa na podstawie pozycji w rankingu, a nie bezwzględnych wartości fitness. Dzięki temu jest mniej wrażliwa na skalę i skrajne wartości funkcji celu, ale traci informację o tym, jak duże są różnice jakości.",Algorytmy_ewolucyjne
Jak działa selekcja turniejowa?,"Losuje się grupę kilku osobników i wybiera najlepszego z tej grupy. Wielkość turnieju steruje presją selekcyjną: turniej binarny jest łagodniejszy niż duży turniej, a duży turniej mocno premiuje najlepszych i szybciej zmniejsza różnorodność.",Algorytmy_ewolucyjne
Jak działa selekcja progowa?,"Populację porządkuje się według jakości i dopuszcza do reprodukcji tylko osobniki z wybranego progu, np. najlepsze theta procent. Jest to silna forma selekcji; dobrze eksploatuje dobre rozwiązania, ale może szybko utracić różnorodność.",Algorytmy_ewolucyjne
Po co stosuje się mutację w algorytmach ewolucyjnych?,"Mutacja wprowadza nowe warianty genotypu i pozwala eksplorować obszary, których nie da się uzyskać samą selekcją. Zbyt mała mutacja prowadzi do stagnacji, a zbyt duża zmienia algorytm w prawie losowe szukanie. W reprezentacji rzeczywistej często steruje się wariancją lub zasięgiem mutacji.",Algorytmy_ewolucyjne
Po co stosuje się krzyżowanie?,"Krzyżowanie miesza informację z dwóch lub więcej rodziców, próbując połączyć dobre fragmenty rozwiązań. Ma sens tylko wtedy, gdy reprezentacja zachowuje użyteczne bloki informacji; źle dobrane krzyżowanie może niszczyć dopuszczalność lub rozbijać dobre schematy.",Algorytmy_ewolucyjne
Czym jest maska krzyżowania?,"Maska krzyżowania wskazuje, które geny potomka mają pochodzić od którego rodzica. W krzyżowaniu jednopunktowym maska zmienia rodzica raz, w wielopunktowym kilka razy, a w uniform crossover decyzja może być podejmowana niezależnie dla każdego genu.",Algorytmy_ewolucyjne
"Jaka jest różnica między algorytmem genetycznym, strategią ewolucyjną i programowaniem genetycznym?","Algorytm genetyczny klasycznie operuje na chromosomach, często binarnych, z silnym krzyżowaniem i mutacją bitową. Strategia ewolucyjna zwykle pracuje na wektorach rzeczywistych i mocno eksponuje mutację oraz jej parametry. Programowanie genetyczne rozwija struktury programów lub drzewa, więc operatory muszą działać na strukturach składniowych.",Algorytmy_ewolucyjne
Dlaczego różnorodność populacji jest ważna?,"Różnorodność utrzymuje wiele hipotez w przestrzeni rozwiązań i zmniejsza ryzyko utknięcia w lokalnym optimum. Selekcja zwykle zmniejsza różnorodność, mutacja ją zwiększa, a krzyżowanie może zarówno mieszać informację, jak i przyspieszać utratę odmiennych wariantów.",Algorytmy_ewolucyjne
Co oznacza interpretacja algorytmu ewolucyjnego jako adaptacji rozkładu populacji?,"Populację można traktować jako próbkę z pewnego rozkładu w przestrzeni rozwiązań. Selekcja przesuwa masę rozkładu w stronę lepszych obszarów, mutacja rozprasza ją, a krzyżowanie miesza zależności między współrzędnymi. W modelu populacji nieskończonej analizuje się bezpośrednio zmianę rozkładu, a nie losową próbkę.",Algorytmy_ewolucyjne
Jak zasięg mutacji wpływa na eksplorację i eksploatację?,"Mały zasięg mutacji daje lokalne dopracowywanie rozwiązań, ale może nie przeskoczyć barier funkcji celu. Duży zasięg zwiększa eksplorację, ale może niszczyć dobre rozwiązania i utrudniać zbieżność. Dlatego często adaptuje się wariancję mutacji w trakcie działania.",Algorytmy_ewolucyjne
Na czym polega adaptacja parametrów mutacji?,"Algorytm może zmieniać prawdopodobieństwo, typ lub zasięg mutacji na podstawie skuteczności poprzednich mutacji. Jeżeli wiele mutacji daje poprawę, można zwiększyć krok; jeżeli poprawy są rzadkie, można zmniejszyć krok albo zmienić wariant operatora. Chodzi o automatyczne balansowanie eksploracji i eksploatacji.",Algorytmy_ewolucyjne
Dlaczego operatory muszą być zgodne z reprezentacją i ograniczeniami problemu?,"Mutacja i krzyżowanie powinny produkować sensowne, najlepiej dopuszczalne rozwiązania. Dla permutacji zwykłe krzyżowanie bitowe może tworzyć duplikaty i brakujące elementy, a dla problemów z ograniczeniami potrzebne są operatory naprawcze, kodowanie gwarantujące dopuszczalność albo kary w funkcji celu.",Algorytmy_ewolucyjne
"Czym różnią się notacje O, Omega i Theta?","O(f(n)) daje górne ograniczenie asymptotyczne z dokładnością do stałej, Omega(f(n)) daje dolne ograniczenie, a Theta(f(n)) oznacza ograniczenie z obu stron. Formalnie od pewnego n0 pomija się małe instancje i stałe mnożniki, bo interesuje nas tempo wzrostu dla dużych danych.",Algorytmy_zaawansowane
Jakie są trzy przypadki Master Theorem dla T(n)=aT(n/b)+f(n)?,"Porównuje się f(n) z n^(log_b a). Jeśli f jest asymptotycznie mniejsza wielomianowo, dominuje koszt liści i T(n)=Theta(n^(log_b a)). Jeśli jest tego samego rzędu, dochodzi czynnik log n. Jeśli f jest większa wielomianowo i spełnia warunek regularności, dominuje koszt na korzeniu i T(n)=Theta(f(n)).",Algorytmy_zaawansowane
Kiedy metoda dziel i zwyciężaj daje realny zysk?,"Gdy problem da się podzielić na mniejsze, najlepiej rozłączne podproblemy, połączenie wyników jest tanie, a liczba lub rozmiar podproblemów daje korzystną rekurencję. Jeśli podproblemy mocno się nakładają, zwykłe dziel i zwyciężaj powtarza obliczenia i lepsze może być programowanie dynamiczne.",Algorytmy_zaawansowane
Jaka jest idea mnożenia Karatsuby?,"Zamiast czterech mnożeń połówek liczb wykonuje się trzy mnożenia i kilka dodawań/odejmowań. Rekurencja ma postać T(n)=3T(n/2)+O(n), więc z Master Theorem dostajemy Theta(n^(log_2 3)), czyli około Theta(n^1.585), lepiej niż klasyczne Theta(n^2).",Algorytmy_zaawansowane
Dlaczego w problemie wyboru zajęć działa strategia najwcześniejszego końca?,Wybór zajęcia kończącego się najwcześniej zostawia maksymalnie dużo miejsca na pozostałe zajęcia. Dowód zwykle używa argumentu wymiany: w pewnym optymalnym rozwiązaniu można zastąpić pierwsze wybrane zajęcie tym najwcześniej kończącym się bez zmniejszenia liczby zajęć.,Algorytmy_zaawansowane
Co minimalizuje algorytm Huffmana?,"Huffman buduje optymalny kod prefiksowy minimalizujący łączną liczbę bitów B(T)=sum_c f(c)d_T(c), gdzie f(c) to częstość znaku, a d_T(c) długość jego słowa kodowego. Zachłannie łączy dwa najmniej częste symbole, bo w pewnym optymalnym drzewie mogą być najgłębszym rodzeństwem.",Algorytmy_zaawansowane
Dlaczego kod prefiksowy można reprezentować regularnym drzewem binarnym?,"W kodzie prefiksowym żadne słowo kodowe nie jest prefiksem innego, więc znaki można umieścić w liściach drzewa decyzji po bitach 0/1. W optymalnym kodzie drzewo można przyjąć jako regularne, bo węzeł z jednym dzieckiem dałoby się skrócić, zmniejszając koszt.",Algorytmy_zaawansowane
Czym jest matroid?,"Matroid to para (S, A), gdzie S jest zbiorem elementów, a A rodziną zbiorów niezależnych. Spełnia m.in. dziedziczenie niezależności i własność wymiany: jeśli A i B są niezależne oraz |A|<|B|, to można dodać do A pewien element z B\A i nadal mieć zbiór niezależny.",Algorytmy_zaawansowane
Co mówi twierdzenie Rado-Edmondsa?,"Dla matroidu algorytm zachłanny, który przegląda elementy malejąco według wag i dodaje element, jeśli zachowana jest niezależność, znajduje niezależny zbiór o maksymalnej wadze. To formalnie wyjaśnia, dlaczego greedy działa dla pewnych problemów, a nie dla dowolnych systemów niezależności.",Algorytmy_zaawansowane
Jak działa zachłanny algorytm szeregowania zadań z karami?,"Rozpatruje zadania malejąco według kar za spóźnienie i dodaje zadanie, jeśli da się je jeszcze ułożyć terminowo. Rodzina zbiorów zadań, które można wykonać bez kar, tworzy matroid, więc z Rado-Edmondsa zachłanny wybór maksymalizuje sumę unikniętych kar.",Algorytmy_zaawansowane
Jak działa dokładny algorytm dla Subset Sum oparty na listach?,"Dla kolejnych elementów tworzy listę możliwych sum: L_i = merge(L_{i-1}, L_{i-1}+x_i), usuwa duplikaty i odrzuca sumy większe od t. Wynik to największa suma <= t. Algorytm jest dokładny, ale lista może mieć długość wykładniczą, więc w najgorszym przypadku czas jest wykładniczy.",Algorytmy_zaawansowane
Dlaczego Subset Sum należy do NP?,"Certyfikatem jest wskazany podzbiór liczb. W czasie wielomianowym można zsumować wybrane elementy i sprawdzić, czy suma równa się celowi t. NP-zupełność dostaje się przez redukcję wielomianową z problemu 3-SAT.",Algorytmy_zaawansowane
Na czym polega przycinanie list w FPTAS dla Subset Sum?,"Procedura Trim usuwa z posortowanej listy wartości bardzo bliskie względnie: jeśli kolejna suma jest nie większa niż poprzednia zachowana pomnożona przez 1+delta, można ją pominąć. Dzięki temu lista pozostaje wielomianowo krótka, a błąd wartości jest kontrolowany parametrem epsilon.",Algorytmy_zaawansowane
Czym PTAS różni się od FPTAS?,"PTAS dla każdego epsilon > 0 daje rozwiązanie (1+epsilon)-aproksymacyjne w czasie wielomianowym względem rozmiaru instancji przy stałym epsilon. FPTAS wymaga dodatkowo wielomianowości względem 1/epsilon, więc kontrola dokładności nie może powodować np. wykładniczego kosztu w 1/epsilon.",Algorytmy_zaawansowane
Dlaczego prosty algorytm Approximate Vertex Cover jest 2-aproksymacyjny?,"Algorytm wybiera niepokrytą krawędź, dodaje oba jej końce do pokrycia i usuwa pokryte krawędzie. Wybrane krawędzie tworzą skojarzenie, więc dowolne pokrycie optymalne musi zawierać co najmniej jeden koniec każdej z nich. Algorytm bierze dwa końce, więc ma rozmiar najwyżej 2*OPT.",Algorytmy_zaawansowane
Jaką gwarancję ma zachłanny algorytm Set Cover?,"W każdej iteracji wybiera zbiór pokrywający najwięcej jeszcze niepokrytych elementów. Daje aproksymację H_d, gdzie d to największy rozmiar zbioru, a w szczególności najwyżej ln|X|+1. Nie jest to zwykle stała, ale jest klasyczną gwarancją logarytmiczną dla problemu NP-trudnego.",Algorytmy_zaawansowane
Co mówi twierdzenie Berge'a o skojarzeniach?,"Skojarzenie M jest największe wtedy i tylko wtedy, gdy nie istnieje względem niego ścieżka powiększająca. Ścieżka powiększająca zaczyna i kończy się w wierzchołkach wolnych oraz naprzemiennie używa krawędzi spoza skojarzenia i ze skojarzenia; odwrócenie jej zwiększa liczność M o 1.",Algorytmy_zaawansowane
Jak szuka się największego skojarzenia w grafie dwudzielnym metodą ścieżek powiększających?,"Startuje się od pustego skojarzenia i wielokrotnie szuka ścieżki powiększającej, np. przez BFS w grafie pomocniczym z odpowiednio skierowanymi krawędziami. Po znalezieniu ścieżki odwraca się przynależność jej krawędzi do skojarzenia. Gdy ścieżki nie ma, z twierdzenia Berge'a skojarzenie jest największe.",Algorytmy_zaawansowane
Na czym polega dylemat stabilność-plastyczność w ART?,"System powinien być plastyczny, czyli uczyć się nowych wzorców, ale stabilny, czyli nie niszczyć starych kategorii. ART rozwiązuje to przez mechanizm rezonansu: jeśli wejście pasuje do istniejącej kategorii wystarczająco dobrze, kategoria jest aktualizowana; jeśli nie, tworzona jest nowa.",Sieci_neuronowe:_wykłady
Co robi parametr czujności vigilance w ART?,"Vigilance określa minimalny poziom dopasowania wejścia do zwycięskiej kategorii. Wysoka czujność tworzy więcej, bardziej szczegółowych kategorii; niska czujność pozwala grupować bardziej różne wzorce, ale może sklejać klasy, które powinny być osobne.",Sieci_neuronowe:_wykłady
Jak działa podstawowa pętla ART?,"Dla wejścia oblicza się aktywacje kategorii przez wagi bottom-up i wybiera zwycięzcę. Potem sprawdza się warunek vigilance przez dopasowanie z prototypem top-down. Jeśli warunek jest spełniony, aktualizuje się kategorię; jeśli nie, zwycięzca jest odrzucany i szuka się kolejnej kategorii albo tworzy nową.",Sieci_neuronowe:_wykłady
Do czego służy autoenkoder?,"Autoenkoder uczy funkcji kodującej i dekodującej tak, aby odtworzyć wejście na wyjściu. Jeśli warstwa ukryta jest wąskim gardłem albo dodamy regularyzację, sieć musi nauczyć się użytecznej reprezentacji zamiast kopiować dane 1:1. Zastosowania to redukcja wymiaru, odszumianie, kompresja i detekcja anomalii.",Sieci_neuronowe:_wykłady
Dlaczego autoenkoder zbyt pojemny może nauczyć się trywialnej kopii?,"Jeśli kod ukryty ma dużą pojemność, a nie ma szumu ani regularyzacji, sieć może po prostu nauczyć się prawie identycznościowej funkcji wejście-wyjście. Taka rekonstrukcja ma niski błąd, ale reprezentacja może nie mieć wartości semantycznej.",Sieci_neuronowe:_wykłady
Czym jest Extreme Learning Machine?,"ELM to sieć feedforward, najczęściej z jedną warstwą ukrytą, w której parametry neuronów ukrytych są losowane i nieuczone, a uczenie dotyczy tylko wag wyjściowych. Wagi wyjściowe można wyznaczyć jako rozwiązanie problemu liniowego, co daje bardzo szybki trening, kosztem zależności od liczby i losowania neuronów ukrytych.",Sieci_neuronowe:_wykłady
Jak uczy się mapa Kohonena SOM?,"Dla próbki wybiera się neuron zwycięski, którego wektor wag jest najbliższy wejściu. Następnie przesuwa się wagi zwycięzcy i jego sąsiadów topologicznych w stronę próbki. Współczynnik uczenia i promień sąsiedztwa zwykle maleją w czasie.",Sieci_neuronowe:_wykłady
Po co w SOM maleje promień sąsiedztwa?,"Duży promień na początku porządkuje mapę globalnie, bo wiele neuronów uczy się razem. Mały promień pod koniec pozwala dopracować lokalne położenia prototypów. Gdyby promień od razu był mały, mapa mogłaby być chaotyczna; gdyby pozostał duży, szczegóły byłyby rozmyte.",Sieci_neuronowe:_wykłady
Czym RMLP różni się od zwykłego MLP?,"Recurrent multilayer perceptron dodaje sprzężenia zwrotne, zwykle z poprzednich aktywacji warstwy ukrytej lub wyjściowej, dzięki czemu model ma pamięć stanu. Zwykły MLP przetwarza próbkę bez jawnego kontekstu czasowego.",Sieci_neuronowe:_wykłady
Dlaczego uczenie sieci rekurencyjnych jest trudniejsze niż MLP?,"Błąd zależy nie tylko od bieżącego wejścia, ale też od poprzednich stanów. Gradient musi uwzględniać wpływ wag przez czas, co prowadzi do backpropagation through time, większego kosztu oraz problemów z zanikającym lub eksplodującym gradientem.",Sieci_neuronowe:_wykłady
Czym jest neuroewolucja?,"Neuroewolucja używa algorytmów ewolucyjnych do projektowania lub uczenia sieci neuronowych. Ewoluować mogą wagi, architektura, liczba warstw, liczba neuronów, funkcje aktywacji albo hiperparametry. Może zastępować gradient, ale często jest też łączona z backpropagation.",Sieci_neuronowe:_wykłady
Co jest celem NEAT?,"NEAT jednocześnie ewoluuje wagi i topologię sieci, zaczynając zwykle od prostych struktur i stopniowo dodając połączenia oraz neurony. Dzięki temu algorytm nie musi z góry znać liczby warstw i neuronów.",Sieci_neuronowe:_wykłady
Po co NEAT używa numerów innowacji?,"Numery innowacji identyfikują historyczne pochodzenie genów połączeń. Dzięki nim podczas krzyżowania można poprawnie dopasować odpowiadające sobie geny rodziców, nawet jeśli sieci mają różne topologie.",Sieci_neuronowe:_wykłady
Po co w NEAT stosuje się specjację?,"Nowe struktury sieci często początkowo działają gorzej, zanim zostaną dopracowane wagami. Specjacja grupuje podobne genotypy i ogranicza konkurencję głównie do osobników z tej samej niszy, chroniąc innowacje przed natychmiastowym wyeliminowaniem.",Sieci_neuronowe:_wykłady
Dlaczego backpropagation i neuroewolucja mogą się uzupełniać?,"Ewolucja dobrze przeszukuje dyskretne decyzje strukturalne, np. topologię, połączenia i hiperparametry, gdzie gradient nie jest naturalny. Backpropagation szybko dostraja ciągłe wagi dla ustalonej struktury. Hybryda może więc ewoluować architekturę, a potem trenować wagi gradientowo.",Sieci_neuronowe:_wykłady
Jak energia pomaga analizować sieć Hopfielda?,"Dla symetrycznych wag i zerowej przekątnej można zdefiniować funkcję energii stanu. Asynchroniczna aktualizacja neuronu nie zwiększa energii, więc w skończonej przestrzeni stanów sieć zbiega do atraktora, czyli stabilnego wzorca lub minimum lokalnego energii.",Sieci_neuronowe:_wykłady
Czym Attention U-Net różni się od zwykłego U-Net?,"Attention U-Net zachowuje strukturę enkoder-dekoder i skip connections, ale dodaje bramki uwagi na połączeniach skip. Bramka uczy się wzmacniać istotne fragmenty cech z enkodera i tłumić tło lub elementy nieprzydatne dla segmentacji. W lokalizacji tekstu może pomagać, gdy tekst jest cienki i miesza się z symbolami lub liniami.",Lokalizacja_tekstu_i_CV
Czym U-Net++ różni się od U-Net?,"U-Net++ zagęszcza połączenia między enkoderem i dekoderem przez zagnieżdżone skip paths. Chodzi o zmniejszenie luki semantycznej między cechami z płytkich i głębokich warstw: dekoder dostaje cechy stopniowo przetworzone, a nie surowy skip z enkodera. Zwykle rośnie koszt i liczba parametrów.",Lokalizacja_tekstu_i_CV
Do czego służy DeepLabV3+ w segmentacji?,"DeepLabV3+ łączy enkoder z atrous/dilated convolutions i modułem ASPP, aby zbierać kontekst w wielu skalach bez drastycznego zmniejszania rozdzielczości. Dekoder poprawia granice maski. Jest użyteczny, gdy obiekty mają różne rozmiary i potrzebny jest kontekst globalny.",Lokalizacja_tekstu_i_CV
Czym jest atrous/dilated convolution?,"To splot z odstępami między elementami filtra. Zwiększa pole recepcyjne bez zwiększania liczby parametrów i bez poolingowego zmniejszania rozdzielczości. W segmentacji pomaga widzieć większy kontekst, ale zbyt duża dylatacja może dawać artefakty siatkowe.",Lokalizacja_tekstu_i_CV
Dlaczego BCE i Dice Loss często łączy się w segmentacji?,"BCE karze błędną klasyfikację pikseli lokalnie i dobrze daje gradient dla pojedynczych pikseli. Dice Loss optymalizuje nakładanie maski predykcji i referencji, więc lepiej odpowiada metryce segmentacji i radzi sobie z niezbalansowaniem tła oraz obiektu. Połączenie daje stabilniejszy sygnał uczenia.",Lokalizacja_tekstu_i_CV
Co robi parametr pos_weight w BCE?,"pos_weight zwiększa wagę błędu na klasie pozytywnej. W segmentacji tekstu lub symboli pozytywnych pikseli jest zwykle dużo mniej niż tła, więc bez ważenia model może nauczyć się przewidywać głównie tło i mieć pozornie niską stratę.",Lokalizacja_tekstu_i_CV
Jaka jest różnica między IoU i Dice w segmentacji?,"IoU to pole przecięcia podzielone przez pole sumy masek. Dice to 2*przecięcie podzielone przez sumę pól obu masek. Obie metryki mierzą podobieństwo masek, ale Dice zwykle daje wyższe wartości liczbowo i jest trochę łagodniejszy przy małych obiektach.",Lokalizacja_tekstu_i_CV
Jak dobiera się próg maski segmentacyjnej?,"Model segmentacyjny często zwraca prawdopodobieństwo piksela. Próg zamienia je na maskę binarną. Za niski próg zwiększa recall, ale daje więcej fałszywych pozytywów; za wysoki próg zwiększa precision, ale może urywać cienkie elementy. Próg powinno się dobierać na walidacji, nie na teście.",Lokalizacja_tekstu_i_CV
Czym Transformer OCR różni się od CRNN-CTC?,"CRNN-CTC zwykle czyta cechy obrazu jako sekwencję i zakłada monotoniczne wyrównanie znaków. Transformer OCR używa attention i dekodera sekwencji, więc może jawnie modelować zależności między znakami i kontekst językowy. Jest jednak bardziej danych-żerny i wymaga kontroli pozycji oraz dekodowania.",OCR
Czym jest TrOCR?,"TrOCR to podejście encoder-decoder oparte na Transformerach do OCR. Enkoder wizualny przetwarza obraz tekstu, a dekoder generuje sekwencję znaków lub tokenów. W przeciwieństwie do CTC dekoder jest autoregresyjny i może korzystać z poprzednio wygenerowanych tokenów.",OCR
Dlaczego exact match accuracy może być niskie mimo rozsądnego CER?,"CER liczy średni błąd znakowy, więc napis z jedną literówką ma małą karę. Exact match wymaga idealnej zgodności całej sekwencji. Przy dłuższych napisach nawet małe prawdopodobieństwo błędu pojedynczego znaku mocno obniża szansę, że cały wynik będzie perfekcyjny.",OCR
Dlaczego myślnik może być ważny w OCR tekstu wokalnego?,"W tekstach wokalnych myślnik często oznacza podział słowa na sylaby i pomaga dopasować tekst do nut. Usunięcie albo pomylenie myślnika może nie zmienić dramatycznie CER, ale może popsuć synchronizację tekstu z melodią w module Score IR/SVS.",OCR
Co to jest RPN w Faster R-CNN?,"Region Proposal Network przesuwa mały detektor po mapie cech i dla anchorów przewiduje objectness oraz korektę boxa. Jego zadaniem jest szybkie zaproponowanie regionów, w których prawdopodobnie znajduje się obiekt, zanim drugi etap wykona dokładniejszą klasyfikację.",OMR_i_detekcja
Jak anchors są przypisywane do ground truth podczas treningu detektora?,"Każdy anchor porównuje się z obiektami referencyjnymi przez IoU. Anchory o wysokim IoU z obiektem są pozytywne, o niskim IoU negatywne, a pośrednie mogą być ignorowane. Od tego zależy uczenie objectness i regresji boxów, więc zły dobór rozmiarów anchorów utrudnia trening.",OMR_i_detekcja
Czym jest objectness w detekcji obiektów?,"Objectness to ocena, czy dany anchor lub region zawiera jakikolwiek obiekt, niezależnie od jego dokładnej klasy. W RPN oddziela kandydatów tła od regionów wartych dalszej analizy przez drugi etap klasyfikacji.",OMR_i_detekcja
Czym bounding-box regression różni się od klasyfikacji obiektu?,"Klasyfikacja odpowiada na pytanie, jaka to klasa albo czy jest obiekt. Regresja boxa przewiduje ciągłe korekty położenia i rozmiaru ramki, np. przesunięcie środka oraz skalę szerokości i wysokości względem anchora.",OMR_i_detekcja
Co robi RoIAlign i czemu jest lepszy od RoIPool?,"RoIAlign wycina cechy dla regionu zainteresowania bez brutalnego zaokrąglania współrzędnych, używając interpolacji. RoIPool kwantyzuje współrzędne, co może przesuwać cechy. Przy małych symbolach OMR nawet mały błąd lokalizacji jest istotny, więc RoIAlign jest korzystny.",OMR_i_detekcja
Czym różni się AP50 od AP75?,"AP50 liczy average precision przy progu IoU 0,50, więc jest łagodniejsze dla lokalizacji boxów. AP75 wymaga IoU co najmniej 0,75, więc mocniej karze niedokładne położenie. W OMR różnica między AP50 i AP75 pokazuje, czy model wykrywa obiekty ogólnie, czy także precyzyjnie je lokalizuje.",OMR_i_detekcja
Czym jest mAP w detekcji?,"mAP to średnia z AP liczonych dla klas, a czasem także dla różnych progów IoU, zależnie od protokołu. AP streszcza krzywą precision-recall dla jednej klasy. mAP jest wygodne do porównywania detektorów, ale może nie odpowiadać bezpośrednio jakości muzycznej, bo różne symbole mają różną wagę dla końcowego Score IR.",OMR_i_detekcja
Czym jest oriented bounding box i czemu pomaga dla slur albo beam?,"Oriented bounding box pozwala opisać obiekt obróconą ramką, a nie tylko prostokątem równoległym do osi obrazu. Dla ukośnych lub długich symboli muzycznych, takich jak slur, beam czy niektóre kreski, taka ramka lepiej pasuje do geometrii i może dawać sensowniejszą lokalizację.",OMR_i_detekcja
Jak działają augmentacje geometryczne i fotometryczne w OMR?,"Augmentacje geometryczne zmieniają geometrię obrazu, np. skalę, obrót, przesunięcie lub perspektywę. Fotometryczne zmieniają wygląd pikseli, np. jasność, kontrast, szum, rozmycie, grubość atramentu. W OMR mają symulować różne skany i zdjęcia, ale nie zastępują testu na prawdziwych danych.",OMR_i_detekcja
